Restaurant ID,Restaurant Name,Menu Item,Description,Price,Link,Calories,Protein (g),Fat (g),Carbs (g)
10,Training Day - Healthy Salads & Warm Bowls,Sweet Potato Quinoa Bowl,"Quinoa bowl with baby spinach, chickpeas, roasted sweet potato, feta cheese and pomegranate served with a lemon tahini dressing.",AED 42,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,320,10,10,50
10,Training Day - Healthy Salads & Warm Bowls,Bibimbap Rice Bowl,"Rice bowl with ground beef, fried egg, kimchi, green onions and shredded carrots.",AED 40,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,610,26,27,63
10,Training Day - Healthy Salads & Warm Bowls,Korean Ground Beef Rice Bowl," Rice bowl with korean ground beef, sesame seeds and green onions.",AED 40,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,460,32,12,53
10,Training Day - Healthy Salads & Warm Bowls,Chicken Teriyaki Rice Bowl,"Rice bowl with chicken teriyaki, grilled pineapple, edamame, green onions and sesame seeds.",AED 42,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,520,31,17,41
10,Training Day - Healthy Salads & Warm Bowls,Chicken Katsu Curry,Rice with katsu kitchen and a delicious curry sauce garnish with sesame seeds and spring onion,AED 44,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,680,31,22,76
10,Training Day - Healthy Salads & Warm Bowls,Honey Garlic Chicken Rice Bowl,"Rice bowl with honey garlic chicken, broccoli, and green onions.",AED 50,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,425,20,7,68
10,Training Day - Healthy Salads & Warm Bowls,Kimchi Rice Bowl,"Rice bowl with tonkatsu  chicken, kimchi, green onions, sesame seeds and served with Sriracha Mayonnaise. ",AED 40,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,574,32,16,70
10,Training Day - Healthy Salads & Warm Bowls,Chicken Satay,Rice bowl with satay chicken garnished with roasted peanuts and green onions.,AED 38,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,462,21,15,54
10,Training Day - Healthy Salads & Warm Bowls,Beef Barbacoa Rice Bowl,"Rice bowl with barbacoa beef, guacamole, pico de gallo and coriander.",AED 48,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,621,39,28,47
10,Training Day - Healthy Salads & Warm Bowls,Eggs Benedict Avocado Toast,"Mashed avocados, poached eggs, and hollandaise sauce. ",AED 65,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,539,11,34,35
10,Training Day - Healthy Salads & Warm Bowls,Goat Cheese & Bacon Avocado Toast,"Mashed avocados, turkey bacon, and goat cheese.",AED 52,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,489,12,32,34
10,Training Day - Healthy Salads & Warm Bowls,Rocket Goat Cheese Avocado Toast,"Mashed avocados, rocket leaves, goat cheese and roasted walnuts.",AED 45,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,502,12,34,32
10,Training Day - Healthy Salads & Warm Bowls,Smoked Salmon Avocado Toast,"Mashed avocados, smoked salmon, cream cheese, and green onions.",AED 55,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,480,18,30,31
10,Training Day - Healthy Salads & Warm Bowls,Tomato Basil Avocado Toast,"Mashed avocados, tomato, basil and pesto sauce.",AED 45,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,428,11,28,28
10,Training Day - Healthy Salads & Warm Bowls,Chicken Caesar Wrap,"Wrap with grilled chicken, parmesan cheese, romaine, croutons and caesar dressing.",AED 50,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,484,27,21,24
10,Training Day - Healthy Salads & Warm Bowls,California Turkey Club Wrap,"A delicious wrap with smoked turkey, romaine lettuce, tomato, avocado, turkey bacon, mustard and mayonnaise.",AED 44,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,598,34,33,37
10,Training Day - Healthy Salads & Warm Bowls,Greek Wrap,"Wrap with grilled chicken, feta, cucumber, tomato, kalamata olives, oregano and greek dressing.",AED 45,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,390,29,18,30
10,Training Day - Healthy Salads & Warm Bowls,Halloumi Wrap,"Wrap with grilled halloumi, spinach, tomato, kalamata olives, and citrus dressing.",AED 38,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,350,15,18,30
10,Training Day - Healthy Salads & Warm Bowls,Scrambled Egg Wrap,"Wrap with scrambled eggs, shredded cheddar cheese and baby spinach.",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,370,18,20,30
10,Training Day - Healthy Salads & Warm Bowls,Spicy Chicken Ranch Wrap,"Wrap with grilled chicken, shredded cheddar, romaine, tomato, fresh jalapenos, and ranch dressing.",AED 42,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,420,26,19,31
10,Training Day - Healthy Salads & Warm Bowls,Sriracha Tuna Wrap,"Wrap with tuna, tomato, romaine lettuce, red onion, cucumber, and sriracha mayonnaise.",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,340,26,15,22
10,Training Day - Healthy Salads & Warm Bowls,Turkey & Cheese Wrap,"Smoked turkey, Swiss cheese, romaine lettuce, tomato, mayo and yellow mustard. Served in a toasted flour wrap.",AED 33,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,400,25,20,25
10,Training Day - Healthy Salads & Warm Bowls,Banana,One fresh banana,AED 9,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,105,1,0,27
10,Training Day - Healthy Salads & Warm Bowls,Hard Boiled Eggs,Two hard boiled eggs,AED 12,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,140,12,10,1
10,Training Day - Healthy Salads & Warm Bowls,Beef Chili Soup,"Chili with ground beef, sweet potatoes, tomatoes, red bell peppers, carrots, red onions, jalapenos, and spices.",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,350,20,15,30
10,Training Day - Healthy Salads & Warm Bowls,Chicken Laksa Soup,"Laksa soup with chicken, lemon grass, coconut milk, green onions and egg.",AED 38,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,320,15,20,20
10,Training Day - Healthy Salads & Warm Bowls,Lentil Soup (vegetarian),"Soup with lentils, carrots, red onion, celery, potato, spices.",AED 25,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,207,9,1,38
10,Training Day - Healthy Salads & Warm Bowls,Spicy Black Bean Soup (vegetarian),"Soup with black beans, red onions, red bell peppers, carrots, chipotle, garlic, and spices.",AED 25,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,188,10,1,33
10,Training Day - Healthy Salads & Warm Bowls,Tomato Soup (vegetarian),"Soup with tomatoes, red bell peppers, garlic, carrots, and spices.",AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,120,3,7,14
10,Training Day - Healthy Salads & Warm Bowls,Honey Mustard,Honey Mustard,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,35,0,0,8
10,Training Day - Healthy Salads & Warm Bowls,Lemon Tahini Dressing,Lemon Tahini Dressing,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,55,0,5,2
10,Training Day - Healthy Salads & Warm Bowls,Lime Cilantro Dressing, Lime Cilantro Dressing,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,85,9,5,2
10,Training Day - Healthy Salads & Warm Bowls,Olive Oil and Lemon,Olive Oil and Lemon,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,40,4,4,0
10,Training Day - Healthy Salads & Warm Bowls,Sesame Ponzu,Sesame Ponzu,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,15,0,1,2
10,Training Day - Healthy Salads & Warm Bowls,Sriracha Mayo,Sriracha Mayo,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,100,0,11,0
10,Training Day - Healthy Salads & Warm Bowls,BBQ Sauce,BBQ Sauce,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,29,0,0,7
10,Training Day - Healthy Salads & Warm Bowls,Buffalo Sauce,Buffalo Sauce,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,10,0,1,2
10,Training Day - Healthy Salads & Warm Bowls,Caesar Dressing,Caesar Dressing,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,78,0,8,1
10,Training Day - Healthy Salads & Warm Bowls,Cheese Sauce, Cheese Sauce,AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,90,3,7,3
10,Training Day - Healthy Salads & Warm Bowls,Fattoush Dressing,Fattoush Dressing,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP, 60,0,6,2
10,Training Day - Healthy Salads & Warm Bowls,Gochujang, Gochujang,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,40,1,1,8
10,Training Day - Healthy Salads & Warm Bowls,Gravy,Gravy,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP, 50,1,3,5
10,Training Day - Healthy Salads & Warm Bowls,Herb Marinara,Herb Marinara,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP, 60,2,3,8
10,Training Day - Healthy Salads & Warm Bowls,Honey Garlic,Honey Garlic,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,70,0,0,17
10,Training Day - Healthy Salads & Warm Bowls,Pesto Sauce,Pesto Sauce,AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,120,2,11,3
10,Training Day - Healthy Salads & Warm Bowls,Ranch Dressing,Ranch Dressing,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,73,0,8,1
10,Training Day - Healthy Salads & Warm Bowls,Teriyaki Sauce,Teriyaki Sauce,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,60,0,0,14
10,Training Day - Healthy Salads & Warm Bowls,Thai Peanut Sauce,Thai Peanut Sauce,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,120,2,10,8
10,Training Day - Healthy Salads & Warm Bowls,Acai Berry,"Acai, Blueberry, Mango, Banana, Apple Juice",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP, 220,2,1,51
10,Training Day - Healthy Salads & Warm Bowls,Berry Booster,"Raspberry, Blueberry, Banana, Apple Juice",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,180,2,1,44
10,Training Day - Healthy Salads & Warm Bowls,Detox Delight,"Broccoli, Spinach, Celery, Mango, Pineapple, Banana, Apple Juice",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,240,2,1,57
10,Training Day - Healthy Salads & Warm Bowls,Mango Madness,"Mango, Passion Fruit, Pineapple, Apple Juice",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,190,1,0,48
10,Training Day - Healthy Salads & Warm Bowls,Strawberry Delight,"Strawberry, Banana, Papaya, Cherry, Apple Juice",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,200,2,1,50
10,Training Day - Healthy Salads & Warm Bowls,Beet the Heat,"Beet Root, Ginger, Pineapple, Blueberry, Apple Juice",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,210,1,0,52
10,Training Day - Healthy Salads & Warm Bowls,Black Forest,"Activated Charcoal, Blackcurrant, Black Berry, Blue Berry, Cherry, Apple Juice",AED 35,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,230,1,1,56
10,Training Day - Healthy Salads & Warm Bowls,Chocolate Chip Cookie,"Chocolate Chip Cookie (Cal:256.2, P:3.9, C:35.82, F:10.86)",AED 10,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,256,3.9,10.86,35.82
10,Training Day - Healthy Salads & Warm Bowls,Lotus Cookies,Lotus Cookies,AED 10,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,100,1,4,17
10,Training Day - Healthy Salads & Warm Bowls,Chocolate Brownie,"Chocolate Brownie (Cal:251.14, P:2.9, C:31.19, F:12.18)",AED 12,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,251,2.9,12.18,31.19
10,Training Day - Healthy Salads & Warm Bowls,Lemon Tea Cooler,"A refreshing blend of zesty lemon and invigorating tea, perfect for a revitalizing sip.",AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,126,0,0,31.8
10,Training Day - Healthy Salads & Warm Bowls,Ginger Tea Lemon Cooler,"A harmonious fusion of spicy ginger, tangy lemon, and soothing tea, guaranteed to awaken your taste buds.",AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,3,0,0,0
10,Training Day - Healthy Salads & Warm Bowls,Hibiscus Cinnamon Tea Cooler,"A dynamic trio of tangy lemon, tart hibiscus, and warm cinnamon, delivering a refreshing burst of flavor with every sip",AED 8,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,174,0,0,43.5
10,Training Day - Healthy Salads & Warm Bowls,Sprite (300ml),"Sprite (Cal:141, P:0, C:35.4, F:0)",AED 11,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,141,0,35.4,0
10,Training Day - Healthy Salads & Warm Bowls,Mango & Apple Juice (200ml),"Cool Sun 100% Mango & Apple Juice (Cal:88, P:0, C:22, F:0)",AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,88,0,22,0
10,Training Day - Healthy Salads & Warm Bowls,Apple Juice (200ml),Cool Sun 100% Apple Juice,AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,95,0,23,0
10,Training Day - Healthy Salads & Warm Bowls,Mixed Fruit Juice (200ml),"Cool Sun 100% Mixed Fruit Juice (Cal:95, P:0, C:23, F:0)",AED 6,https://deliveroo.ae/menu/Abu Dhabi/al-danah/training-day-healthy-salads-and-warm-bowls-abu-dhabi?day=today&geohash=thqew2ggd2zv&time=ASAP,88,0,22,0
11,Tikka and Kebab Ameen - Bahraini Grill,Grilled Chicken Breast,Tender Grill Chicken Breast Served with Kobus bread.,AED 20,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,400, 45, 10, 35
11,Tikka and Kebab Ameen - Bahraini Grill,Cream Chicken Tikka Wrap,Accompanied with French fries and tomato sauce.,AED 18,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,366,23,18,26
11,Tikka and Kebab Ameen - Bahraini Grill,White Rice,"Get a perfect complement to your meal with our high quality White Rice. Made from premium quality long grain rice, it is carefully cleaned, processed to retain its natural taste and texture.",AED 12,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,205,4,0,45
11,Tikka and Kebab Ameen - Bahraini Grill,Biryani Rice,"Flavorful and fragrant rice dish cooked with aromatic spice, it's a classic dish from the Indian subcontinent, perfect for a main course or as a side dish.",AED 12,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,346,6,12,62
11,Tikka and Kebab Ameen - Bahraini Grill,Salad,"Indulge in the epitome of healthy indulgence: our Salad! Crisp, fresh greens and vibrant rainbow of garden vegetables create a symphony of flavors and textures. Nourishing and satisfying.",AED 15,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,100,3,1,20
11,Tikka and Kebab Ameen - Bahraini Grill,Hummus,"Chickpeas, sesame paste with our touch.",AED 10,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,166,5,8,14
11,Tikka and Kebab Ameen - Bahraini Grill,Samosa,8 pcs.,AED 10,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,432,9,25,56
11,Tikka and Kebab Ameen - Bahraini Grill,Yogurt With Cucumber,A refreshing and creamy blend of tangy yogurt and cucumber.,AED 10,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,117,4,5,15
11,Tikka and Kebab Ameen - Bahraini Grill,French Fries,"Fried to a golden crisp perfection and perfectly seasoned, perfect accompaniment to any meal.",AED 5,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,365,17,17,50
11,Tikka and Kebab Ameen - Bahraini Grill,Pepsi,Carbonated soft drink,AED 4,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,150,41,0,0
11,Tikka and Kebab Ameen - Bahraini Grill,Pepsi Diet,Carbonated soft drink with zero sugar & zero calories,AED 4,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
11,Tikka and Kebab Ameen - Bahraini Grill,Shani,"Experience the bold flavors of Shani, a zesty and spicy pepper sauce, It's a perfect dip to add a kick to any dish",AED 4,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
11,Tikka and Kebab Ameen - Bahraini Grill,7 Up,Non-caffeinated soft drink,AED 4,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
11,Tikka and Kebab Ameen - Bahraini Grill,7 Up Diet,"Savor the crisp and refreshing fizz of our 7 Up Diet, a guilt-free delight bursting with zesty citrus flavors, all while keeping you light and refreshed.",AED 4,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
11,Tikka and Kebab Ameen - Bahraini Grill,Mountain Dew,"The original citrus-flavored soft drink with a bold and daring taste. With high caffeine content and a unique combination of flavors, it's the perfect choice for those who want to fuel their adrenaline and thirst in one shot.",AED 4,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
11,Tikka and Kebab Ameen - Bahraini Grill,Water,Stay hydrated and refreshed with our water.,AED 2,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
11,Tikka and Kebab Ameen - Bahraini Grill,Mirinda,Orange flavored soft drinks,AED 4,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,0,0,0,0
11,Tikka and Kebab Ameen - Bahraini Grill,Pepsi Zero,Carbonated soft drink,AED 4,https://deliveroo.ae/menu/Abu Dhabi/al-etihad/tikka-and-kebab-ameen-al-nahyan?day=today&geohash=thqew2ggd2zv&time=ASAP,100,5,3,7
12,Hoods Resto & Bar,Shredded Hoods Tortilla Cheese Bread,"Tortilla bread with creamy cheese, yellow Cheddar cheese, and mozzarella cheese. Served with green salad.",AED 52,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,150,20,1,1
12,Hoods Resto & Bar,Shrimp Sticks,"Grilled shrimps with mustard, dry herbs, lemon juice, garlic, salt, and pepper. Served with mustard herb sauce.",AED 66,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,250,30,8,15.
12,Hoods Resto & Bar,Edamame,Boiled edamame with rock salt served with sweet chilli sauce.,AED 34,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,157,14,5,13
12,Hoods Resto & Bar,Grilled Chicken Wings,"Grilled chicken wings marinated with dry herbs, garlic, and lemon. Choose your side dip: lemon garlic sauce, BBQ sauce, or buffalo sauce.",AED 37,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,231,19,15,0
12,Hoods Resto & Bar,Fried Chicken Wings,Breaded fried chicken wings in BBQ sauce.,AED 37,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,300,20,21,6
12,Hoods Resto & Bar,Roasted Chicken Drum,"Roasted chicken drum with garlic, dry herbs, mustard, paprika, salt, and pepper, topped with almond and tomato sauce.",AED 42,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,189,15,11,8
